,Electrolyte
191,"0.6 M propyl methyl imidazolium iodide, 0.03 M I2, 0.1 M guanidine thiocyanate and 0.5 M tributyl phosphate in the solution of 85:15 ratio of acetonitrile and Valeronitrile"
192,"0.6 M propyl methyl imidazolium iodide, 0.03 M I2, 0.1 M guanidine thiocyanate and 0.5 M tributyl phosphate in the solution of 85:15 ratio of acetonitrile and Valeronitrile"
193,"0.6 M propyl methyl imidazolium iodide, 0.03 M I2, 0.1 M guanidine thiocyanate and 0.5 M tributyl phosphate in the solution of 85:15 ratio of acetonitrile and Valeronitrile"
194,"0.6 M propyl methyl imidazolium iodide, 0.03 M I2, 0.1 M guanidine thiocyanate and 0.5 M tributyl phosphate in the solution of 85:15 ratio of acetonitrile and Valeronitrile"
195,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.05 M LiI, 0.07 M I2 and 0.5 M tert-butylpyridine in acetonitrile/Valeronitrile (85:15)"
196,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I 2 (0.03 M), guanidinium thiocyanate (0.1 M), and TBP (0.5 M) in MeCN : valeronitrile (85 : 15, v/v)"
197,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I 2 (0.03 M), guanidinium thiocyanate (0.1 M), and TBP (0.5 M) in MeCN : valeronitrile (85 : 15, v/v)"
198,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I 2 (0.03 M), guanidinium thiocyanate (0.1 M), and TBP (0.5 M) in MeCN : valeronitrile (85 : 15, v/v)"
199,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I 2 (0.03 M), guanidinium thiocyanate (0.1 M), and TBP (0.5 M) in MeCN : valeronitrile (85 : 15, v/v)"
200,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I 2 (0.03 M), guanidinium thiocyanate (0.1 M), and TBP (0.5 M) in MeCN : valeronitrile (85 : 15, v/v)"
201,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I 2 (0.03 M), guanidinium thiocyanate (0.1 M), and TBP (0.5 M) in MeCN : valeronitrile (85 : 15, v/v)"
202,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I 2 (0.03 M), guanidinium thiocyanate (0.1 M), and TBP (0.5 M) in MeCN : valeronitrile (85 : 15, v/v)"
203,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I 2 (0.03 M), guanidinium thiocyanate (0.1 M), and TBP (0.5 M) in MeCN : valeronitrile (85 : 15, v/v)"
204,iodide/triiodide
205,iodide/triiodide
206,iodide/triiodide
207,iodide/triiodide
208,"0.6 M tetrabutylammonium iodide (TBAI), 0.1 M lithium iodide, 0.05 M iodine and 0.5 M 4-tert-butylpyridine (TBP) in 5 mL of acetonitrile"
209,"0.6 M tetrabutylammonium iodide (TBAI), 0.1 M lithium iodide, 0.05 M iodine and 0.5 M 4-tert-butylpyridine (TBP) in 5 mL of acetonitrile"
210,"0.6 M tetrabutylammonium iodide (TBAI), 0.1 M lithium iodide, 0.05 M iodine and 0.5 M 4-tert-butylpyridine (TBP) in 5 mL of acetonitrile"
211,"0.6 M tetrabutylammonium iodide (TBAI), 0.1 M lithium iodide, 0.05 M iodine and 0.5 M 4-tert-butylpyridine (TBP) in 5 mL of acetonitrile"
212,"0.6 M tetrabutylammonium iodide (TBAI), 0.1 M lithium iodide, 0.05 M iodine and 0.5 M 4-tert-butylpyridine (TBP) in 5 mL of acetonitrile"
213,"0.6 M tetrabutylammonium iodide (TBAI), 0.1 M lithium iodide, 0.05 M iodine and 0.5 M 4-tert-butylpyridine (TBP) in 5 mL of acetonitrile"
214,"0.6 M tetrabutylammonium iodide (TBAI), 0.1 M lithium iodide, 0.05 M iodine and 0.5 M 4-tert-butylpyridine (TBP) in 5 mL of acetonitrile"
215,"0.6 M tetrabutylammonium iodide (TBAI), 0.1 M lithium iodide, 0.05 M iodine and 0.5 M 4-tert-butylpyridine (TBP) in 5 mL of acetonitrile"
216,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI in acetonitrile"
217,"0.7 M 1-methyl-3-propylimidazolium iodide (PMII), 0.2 M LiI, 0.05 M I2  and 0.5 M 4-tert-butylpyr-idine in a mixed solvent of acetonitrile and valeronitrile (v/v, 85/18)"
218,"0.7 M 1-methyl-3-propylimidazolium iodide (PMII), 0.2 M LiI, 0.05 M I2  and 0.5 M 4-tert-butylpyr-idine in a mixed solvent of acetonitrile and valeronitrile (v/v, 85/18)"
219,"0.7 M 1-methyl-3-propylimidazolium iodide (PMII), 0.2 M LiI, 0.05 M I2  and 0.5 M 4-tert-butylpyr-idine in a mixed solvent of acetonitrile and valeronitrile (v/v, 85/18)"
220,"0.7 M 1-methyl-3-propylimidazolium iodide (PMII), 0.2 M LiI, 0.05 M I2  and 0.5 M 4-tert-butylpyr-idine in a mixed solvent of acetonitrile and valeronitrile (v/v, 85/18)"
221,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2 , and 0.5 M tertbutylpyridine (TBP) in acetonitrile"
222,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate (GuSCN), 0.03 M I2, 0.5 M tertbutylpyridine in acetonitrile and valeronitrile (85:15)"
223,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate (GuSCN), 0.03 M I2, 0.5 M tertbutylpyridine in acetonitrile and valeronitrile (85:15)"
224,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2 , and 0.5 M tertbutylpyridine (TBP) in acetonitrile"
225,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2 , and 0.5 M tertbutylpyridine (TBP) in acetonitrile"
226,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2 , and 0.5 M tertbutylpyridine (TBP) in acetonitrile"
227,"3-propyl-1-methyl-imidazolium iodide (PMII, 1 M), lithium iodide (LiI, 0.2 M), iodide (I2 , 0.05 M), and tert-butylpyridine (TBP, 0.5 M) in acetonitrile/valeronitrile (85:15)"
228,"3-propyl-1-methyl-imidazolium iodide (PMII, 1 M), lithium iodide (LiI, 0.2 M), iodide (I2 , 0.05 M), and tert-butylpyridine (TBP, 0.5 M) in acetonitrile/valeronitrile (85:15)"
229,iodide/triiodide
230,"1-propyl-2,3-dimethylimidazolium iodide (1.2 M), iodine (0.035 M), tert-butylpyridine (0.5 M) and guanidine thiocyanate (0.1 M) in acetonitrile/3-methoxypropionitrile mixture (8:2)"
231,"0.1 M LiI, 0.05 M I2, 0.6 M DMPII, 0.5 M tert-butyl pyridine (TBP) in acetonitile (ACN)"
232,"0.6 M butylmethylimidazolium iodide, 0.03 M I 2 , 0.1 M guanidinium thiocyanate, 0.5 M 4-tert-butylpyridine in acetonitrile and valeronitrile (85:15)"
233,"0.6 M butylmethylimidazolium iodide, 0.03 M I 2 , 0.1 M guanidinium thiocyanate, 0.5 M 4-tert-butylpyridine in acetonitrile and valeronitrile (85:15)"
234,"0.6 M butylmethylimidazolium iodide, 0.03 M I 2 , 0.1 M guanidinium thiocyanate, 0.5 M 4-tert-butylpyridine in acetonitrile and valeronitrile (85:15)"
235,"1-propyl-2,3-dimethylimidazolium iodide (1.2 M), iodine (0.035 M), tert-butylpyridine (0.5 M) and guanidine thiocyanate (0.1 M) in acetonitrile/3-methoxypropionitrile mixture (8:2)"
236,bromide/tribromide
237,"bromide/tribromide, propyl isonicotinate"
238,"0.04 M I2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN"
239,"0.04 M I2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN"
240,"0.04 M I2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN"
241,"0.04 M I2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN"
242,"0.04 M I2 , 0.06 M LiI, 0.4 M 4-tert-butylpyridine (4-TBP), and 0.6 M 3-propyl-1,2-dimethylimidazolium iodide (DMPII) in MeCN"
243,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI in acetonitrile"
244,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI in acetonitrile"
245,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI in acetonitrile"
246,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI in acetonitrile"
247,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI in acetonitrile"
248,"0.6 M 1,2-dimetyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI in acetonitrile"
249,"0.05 M I2 , 0.5 M LiI, and 0.5 M tert-butylpyridine in acetonitrile"
250,"0.05 M I2 , 0.5 M LiI, and 0.5 M tert-butylpyridine in acetonitrile"
251,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.05 M LiI, 0.07 M I2 and 0.5 M tert-butylpyridine in acetonitrile/Valeronitrile (85:15)"
252,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.05 M LiI, 0.07 M I2 and 0.5 M tert-butylpyridine in acetonitrile/Valeronitrile (85:15)"
253,"0.6 M DMPII, 0.06 M LiI, 0.4 M TBP, 0.02 M I2 in dry acetonitrile (AN)"
254,cobalt
255,"0.6 M 1, 2 - dimethyl - 3 - propyl imidazole iodide (DMPII), 0.25 M LiI, 0.01 M I2 , 0.05 M tetranbutylammoniumiodide (TBAI) in AN"
256,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M LiI, 0.05 M I2 0.5 M TBP in acetonitrileevaleronitrile (v/v, 85/15)"
257,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN"
258,"0.6 M DMPII, 0.25 M LiI, 0.01 M I2 0.1 M TBP in CH3CN"
259,"0.6 M DMPII, 0.25 M LiI, 0.01 M I2 in CH3CN"
260,"0.6 M DMPII, 0.06 M LiI, 0.04 M I2 , 0.4 M TBP in CH3CN"
261,"0.6 M DMPII, 0.25 M LiI, 0.01 M I2 0.1 M TBP in CH3CN"
262,"0.6 M DMPII, 0.25 M LiI, 0.01 M I2 in CH3CN"
263,"0.6 M DMPII, 0.06 M LiI, 0.04 M I2 , 0.4 M TBP in CH3CN"
264,"0.6 M DMPII, 0.25 M LiI, 0.01 M I2 0.1 M TBP in CH3CN"
265,"0.6 M DMPII, 0.25 M LiI, 0.01 M I2 in CH3CN"
266,"0.5m lithium iodide (LiI), 0.05m iodine (I2), and 0.5m 4-tert-butylpyridine in acetonitrile"
267,"0.5m lithium iodide (LiI), 0.05m iodine (I2), and 0.5m 4-tert-butylpyridine in acetonitrile"
268,"0.5m lithium iodide (LiI), 0.05m iodine (I2), and 0.5m 4-tert-butylpyridine in acetonitrile"
269,"0.5m lithium iodide (LiI), 0.05m iodine (I2), and 0.5m 4-tert-butylpyridine in acetonitrile"
270,"0.5m lithium iodide (LiI), 0.05m iodine (I2), and 0.5m 4-tert-butylpyridine in acetonitrile"
271,"0.5m lithium iodide (LiI), 0.05m iodine (I2), and 0.5m 4-tert-butylpyridine in acetonitrile"
272,"0.5m lithium iodide (LiI), 0.05m iodine (I2), and 0.5m 4-tert-butylpyridine in acetonitrile"
273,"0.5m lithium iodide (LiI), 0.05m iodine (I2), and 0.5m 4-tert-butylpyridine in acetonitrile"
274,"1.0 M 1,3-dimethylimidazolium (DMII), 0.02 M iodine (I2), 1 M 4-tertbutylpyridine (TBP), 0.1 M guanidinium thiocyanate (GNCS) and 0.05 M LiI in acetonitrile"
275,"1.0 M 1,3-dimethylimidazolium (DMII), 0.02 M iodine (I2), 1 M 4-tertbutylpyridine (TBP), 0.1 M guanidinium thiocyanate (GNCS) and 0.05 M LiI in acetonitrile"
276,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.05 M LiI, 0.03 M I2 and 0.5M tert-butylpyridine) in acetonitrile/valeronitrile (85:15)"
277,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.05 M LiI, 0.03 M I2 and 0.5M tert-butylpyridine) in acetonitrile/valeronitrile (85:15)"
278,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.05 M LiI, 0.03 M I2 and 0.5M tert-butylpyridine) in acetonitrile/valeronitrile (85:15)"
279,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.05 M LiI, 0.03 M I2 and 0.5M tert-butylpyridine) in acetonitrile/valeronitrile (85:15)"
280,"0.6 M, 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile (85:15)"
281,"0.6 M, 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile (85:15)"
282,"0.6 M, 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile (85:15)"
283,iodide/triiodide
284,"1.0 M 1,3-dimethylimidazolium (DMII), 0.02 M iodine (I2), 1 M 4-tertbutylpyridine (TBP), 0.1 M guanidinium thiocyanate (GNCS) and 0.05 M LiI in acetonitrile"
285,"1.0 M 1,3-dimethylimidazolium (DMII), 0.02 M iodine (I2), 1 M 4-tertbutylpyridine (TBP), 0.1 M guanidinium thiocyanate (GNCS) and 0.05 M LiI in acetonitrile"
286,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)"
287,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M iodine, 0.1 M guanidinium thiocyanate, 0.5 M tert-butylpyridine, 0.05 M lithium iodide in acetonitrile : valeronitrile (85:15)"
288,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M iodine, 0.1 M guanidinium thiocyanate, 0.5 M tert-butylpyridine, 0.05 M lithium iodide in acetonitrile : valeronitrile (85:15)"
289,"0.6 M PMII (1-propyl-3-methylimidazolium iodide), 0.05 M I2 , 0.10 M LiI and 0.5 M 4-tert-butylpyridine in a mixture of acetonitrile and methoxypropionitrile (7 : 3)"
290,"0.6 M PMII (1-propyl-3-methylimidazolium iodide), 0.05 M I2 , 0.10 M LiI and 0.5 M 4-tert-butylpyridine in a mixture of acetonitrile and methoxypropionitrile (7 : 3)"
291,"0.6 M PMII (1-propyl-3-methylimidazolium iodide), 0.05 M I2 , 0.10 M LiI and 0.5 M 4-tert-butylpyridine in a mixture of acetonitrile and methoxypropionitrile (7 : 3)"
292,0.5 M iodine and 0.45 M benzimidazole (BI) in pure 1-butyl-3-meth-ylimidazolium iodide (BMII) as redox electrolyte solidified with fumed silica nanoparticles (5 wt%)
293,0.5 M iodine and 0.45 M benzimidazole (BI) in pure 1-butyl-3-meth-ylimidazolium iodide (BMII) as redox electrolyte solidified with fumed silica nanoparticles (5 wt%)
294,0.5 M iodine and 0.45 M benzimidazole (BI) in pure 1-butyl-3-meth-ylimidazolium iodide (BMII) as redox electrolyte solidified with fumed silica nanoparticles (5 wt%)
295,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
296,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
297,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
298,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
299,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
300,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
301,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
302,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
303,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
304,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
305,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
306,"acetonitrile solution containing LiI (0.5 M), I 2 (0.05 M) and 4-tert-butylpyridine (0.5 M)"
307,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M LiI, 0.05 M I2 0.5 M TBP in acetonitrileevaleronitrile (v/v, 85/15)"
308,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
309,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
310,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
311,iodide/triiodide
312,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)"
313,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and valeronitrile (85:15)"
314,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and valeronitrile (85:15)"
315,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and valeronitrile (85:15)"
316,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and valeronitrile (85:15)"
317,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 in a mixture of acetonitrile and valeronitrile (85:15)"
318,"1.0 M DMII, 0.02 M iodine (I2 ), 1.0 M TBP, 0.1 M GNCS and 0.05 M LiI in AN"
319,"1.0 M DMII, 0.02 M iodine (I2 ), 1.0 M TBP, 0.1 M GNCS and 0.05 M LiI in AN"
320,"3-dimethylimidazolium iodide (1.0 M), LiI (0.05 M), I 2 (0.03 M), guanidinium thiocyanate (0.1 M), and TBP (0.5 M) in MeCN : valeronitrile (85 : 15, v/v)"
321,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN"
322,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN"
323,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN"
324,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN"
325,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN"
326,"LiI (0.5 M), I2 (0.05 M), and TBP (0.5 M) in MeCN"
327,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I 2 , 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85 : 15)"
328,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I 2 , 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85 : 15)"
329,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I 2 , 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85 : 15)"
330,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2, 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85:15)"
331,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2, 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85:15)"
332,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2, 0.5 M tert-butylpyridine in acetonitrile, and valeronitrile (85:15)"
333,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)"
334,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)"
335,"0.7 M 1-methyl-3-propylimidazolium iodide (MPII), 0.05 M I2, 0.2 M LiI, 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)"
336,"0.7 M 1-methyl-3-propylimidazolium iodide (MPII), 0.05 M I2, 0.2 M LiI, 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)"
337,iodide/triiodide
338,"0.7 M 1-methyl-3-propylimidazolium iodide (MPII), 0.05 M I2, 0.2 M LiI, 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)"
339,"0.7 M 1-methyl-3-propylimidazolium iodide (MPII), 0.05 M I2, 0.2 M LiI, 0.5 M 4-tert-butylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)"
340,"0.05 M iodine, 0.5 M lithium iodide in propylene carbonate"
341,"LiI (0.05 m), I2 (0.1 m), and 1,2-dimethyl-3-propylimidazolium iodide (DMPII; 0.6 m) in acetonitrile/tert-butanol (1/1, v/v)"
342,"LiI (0.05 m), I2 (0.1 m), and 1,2-dimethyl-3-propylimidazolium iodide (DMPII; 0.6 m) in acetonitrile/tert-butanol (1/1, v/v)"
343,"LiI (0.05 m), I2 (0.1 m), and 1,2-dimethyl-3-propylimidazolium iodide (DMPII; 0.6 m) in acetonitrile/tert-butanol (1/1, v/v)"
344,"LiI (0.05 m), I2 (0.1 m), and 1,2-dimethyl-3-propylimidazolium iodide (DMPII; 0.6 m) in acetonitrile/tert-butanol (1/1, v/v)"
345,"LiI (0.05 m), I2 (0.1 m), and 1,2-dimethyl-3-propylimidazolium iodide (DMPII; 0.6 m) in acetonitrile/tert-butanol (1/1, v/v)"
346,"0.6M1-methyl-3-propylimidazoliumiodide (PMII), 0.10M guanidiniumthiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile(85:15)"
347,"0.6M1-methyl-3-propylimidazoliumiodide (PMII), 0.10M guanidiniumthiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile(85:15)"
348,"0.6M1-methyl-3-propylimidazoliumiodide (PMII), 0.10M guanidiniumthiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile(85:15)"
349,"0.6M1-methyl-3-propylimidazoliumiodide (PMII), 0.10M guanidiniumthiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile(85:15)"
350,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN"
351,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN"
352,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN"
353,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN"
354,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN"
355,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN"
356,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate (GuSCN), 0.03 M I2, 0.5 M tertbutylpyridine in acetonitrile and valeronitrile (85:15)"
357,"0.05 M I2 , 0.5 M LiI, and 0.5 M tert-butylpyridine in acetonitrile"
358,"0.6 M DMPII, 0.1M LiI, 0.1M I2, 0.5M TBP in acetonitrile"
359,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)"
360,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)"
361,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)"
362,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)"
363,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)"
364,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)"
365,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)"
366,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)"
367,"0.7 M 1-propryl-3-methyl-imidazolium iodide (PMII), 0.2 M of LiI, 0.05 M of I2 , and 0.5 M of TBP in acetonitrileÀvaleronitrile (v/v, 85/18)"
368,"0.6 M PMII, 0.1 M LiI 0.05 M I2 and 0.5 M TBP"
369,"0.6 M PMII, 0.1 M LiI 0.05 M I2 and 0.5 M TBP"
370,"0.6 M PMII, 0.1 M LiI 0.05 M I2 and 0.5 M TBP"
371,"0.6 M PMII, 0.1 M LiI 0.05 M I2 and 0.5 M TBP"
372,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.025 M LiI, 0.04 M I2 , 0.05 M guanidium thiocyanate (GuSCN), and 0.28 M 4-tertbutylpyridine (TBP) in dry acetonitrile"
373,"0.3 M HMII, 0.5 M LiI, 0.05 M I2 and 0.5 M TBP in MPN"
374,"0.6 M 1-methyl-3-propylimidazolium iodide (PMII), 0.10 M guanidinium thiocyanate, 0.03 M I2 , 0.5 M tert-butylpyridine in acetonitrile and valeronitrile (85:15)"
