,Article DOI
3196,10.1021/jp010667n
3197,10.1039/b300083b
3198,10.1016/j.dyepig.2014.03.008
3199,10.1016/j.dyepig.2014.03.008
3200,10.1016/j.dyepig.2014.03.008
3201,10.1016/j.dyepig.2017.07.053
3202,10.1021/jp102486b
3203,10.1039/b300083b
3204,10.1039/b300083b
3205,10.1039/b300083b
3206,10.1016/j.jphotochem.2010.07.010
3207,10.1016/j.jphotochem.2010.07.010
3208,10.1016/j.jphotochem.2010.07.010
3209,10.1016/j.jphotochem.2010.07.010
3210,10.1016/j.jphotochem.2010.07.010
3211,10.1016/j.jphotochem.2010.07.010
3212,10.1016/j.jphotochem.2010.07.010
3213,10.1016/j.tsf.2010.08.045
3214,10.1016/j.tsf.2010.08.045
3215,10.1016/j.tsf.2010.08.045
3216,10.1016/j.tsf.2010.08.045
3217,10.1016/j.tsf.2010.08.045
3218,10.1016/j.dyepig.2015.06.022
3219,10.1016/j.dyepig.2015.06.022
3220,10.1016/j.dyepig.2015.06.022
3221,10.1016/j.dyepig.2015.06.022
3222,10.1016/j.dyepig.2015.06.022
3223,10.1016/j.dyepig.2015.06.022
3224,10.1016/j.dyepig.2015.06.022
3225,10.1021/jp412553z
3226,10.1021/jp412553z
3227,10.1021/jp412553z
3228,10.1021/jp412553z
3229,10.1021/jp412553z
3230,10.1021/jp412553z
3231,10.1021/jp412553z
3232,10.1016/j.jphotochem.2015.05.017
3233,10.1039/c3cc44847a
3234,10.1021/jp202307b
3235,10.1021/jp202307b
3236,10.1021/jp202307b
3237,10.1021/jp102486b
3238,10.1021/jp102486b
3239,10.1021/jp102486b
3240,10.1016/j.jphotochem.2015.05.017
3241,10.1039/c7cp04642a
3242,10.1039/c7cp04642a
3243,10.1039/c7cp04642a
3244,10.1016/j.tetlet.2007.02.034
3245,10.1021/ol302481k
3246,10.1039/c5cp03371c
3247,10.1039/c5cp03371c
3248,10.1039/c5cp03371c
3249,10.1039/c5cp03371c
3250,10.1039/c5cp03371c
3251,10.1039/c5cp03371c
3252,10.1039/c5cp03371c
3253,10.1016/j.ica.2017.08.001
3254,10.1016/j.ica.2017.08.001
3255,10.1016/j.ica.2017.08.001
3256,10.1016/j.ica.2017.08.001
3257,10.1016/j.ica.2017.08.001
3258,10.1016/j.ica.2017.08.001
3259,10.1016/j.ica.2017.08.001
3260,10.1016/j.ica.2017.08.001
3261,10.1016/j.dyepig.2016.07.044
3262,10.1016/j.dyepig.2016.07.044
3263,10.1016/j.dyepig.2016.07.044
3264,10.1016/j.dyepig.2016.07.044
3265,10.1039/b912506j
3266,10.1039/b912506j
3267,10.1039/b912506j
3268,10.1039/c1dt10072f
3269,10.1039/c6dt02905a
3270,10.1021/cm401872q
3271,10.1039/c7nj01735a
3272,10.1016/j.jphotochem.2010.05.017
3273,10.1016/j.dyepig.2016.09.035
3274,10.1016/j.dyepig.2016.09.035
3275,10.1016/j.dyepig.2016.09.035
3276,10.1016/j.dyepig.2016.09.035
3277,10.1016/j.dyepig.2016.09.035
3278,10.1016/j.dyepig.2016.09.035
3279,10.1002/chem.201303460
3280,10.1002/chem.201303460
3281,10.1002/chem.201303460
3282,10.1021/acsami.5b03783
3283,10.1021/acsami.5b03783
3284,10.1021/acsami.5b03783
3285,10.1021/acsami.6b03806
3286,10.1021/acsami.6b03806
3287,10.1021/acsami.6b03806
3288,10.1021/acsami.6b03806
3289,10.1021/acsami.6b03806
3290,10.1021/acsami.6b03806
3291,10.1039/c5ta09133k
3292,10.1016/j.dyepig.2011.07.002
3293,10.1016/j.jpowsour.2016.09.149
3294,10.1002/cssc.201300365
3295,10.1002/asia.201601427
3296,10.1016/j.jpowsour.2016.09.138
3297,10.1016/j.dyepig.2016.09.043
3298,10.1016/j.dyepig.2016.09.043
3299,10.1016/j.ijhydene.2016.09.161
3300,10.1039/c5ra23584g
3301,10.1039/c5ra23584g
3302,10.1039/c5ra23584g
3303,10.1039/c5ra23584g
3304,10.1039/c5ra23584g
3305,10.1039/c3ta12955a
3306,10.1039/c3ta12955a
3307,10.1039/c3ta12955a
3308,10.1039/c3ta12955a
3309,10.1039/c3ta12955a
3310,10.1039/c3ta12955a
3311,10.1039/c3ta12955a
3312,10.1016/j.dyepig.2016.05.035
3313,10.1039/c5cp04716a
3314,10.1039/c5cp04716a
3315,10.1021/jp801036s
3316,10.1002/anie.201104275
3317,10.1021/cm9036988
3318,10.1002/anie.201309343
3319,10.1021/cm9036988
3320,10.1021/cm9036988
3321,10.1021/cm9036988
3322,10.1039/c4ta04704d
3323,10.1039/c4ta04704d
3324,10.1021/am507503d
3325,10.1021/am507503d
3326,10.1021/am507503d
3327,10.1021/am507503d
3328,10.1021/am507503d
3329,10.1021/am507503d
3330,10.1021/am507503d
3331,10.1021/jp302145x
3332,10.1021/jp302145x
3333,10.1021/jp302145x
3334,10.1021/jp302145x
3335,10.1039/c4ta04704d
3336,10.1021/am401201q
3337,10.1021/am401201q
3338,10.1021/am401201q
3339,10.1021/am401201q
3340,10.1002/ejic.201001345
3341,10.1016/j.dyepig.2015.11.002
3342,10.1016/j.dyepig.2015.11.002
3343,10.1016/j.dyepig.2015.11.002
3344,10.1016/j.dyepig.2015.11.002
3345,10.1039/c2ra20952g
3346,10.1039/c2ra20952g
3347,10.1039/c2ra20952g
3348,10.1039/c2ra20952g
3349,10.1021/jp2018378
3350,10.1021/jp2018378
3351,10.1002/anie.201002118
3352,10.1002/anie.201002118
3353,10.1002/anie.201002118
3354,10.1002/anie.201002118
3355,10.1002/anie.201002118
3356,10.1002/anie.201002118
3357,10.1021/jp0750598
3358,10.1021/jp0750598
3359,10.1021/jp0750598
3360,10.1021/jp0750598
3361,10.1021/jp0750598
3362,10.1021/jp0750598
3363,10.1039/c1cc12764k
3364,10.1039/c1cc12764k
3365,10.1039/c1cc12764k
3366,10.1039/c1cc12764k
3367,10.1039/c6nj00634e
3368,10.1039/c6nj00634e
3369,10.1039/c4nj02186j
3370,10.1039/c4nj02186j
3371,10.1039/c4nj02186j
3372,10.1021/acsami.7b08346
3373,10.1039/c5nj00569h
3374,10.1039/c5nj00569h
3375,10.1039/c5nj00569h
3376,10.1039/c5nj00569h
3377,10.1021/am401201q
3378,10.1021/am401201q
3379,10.1021/am401201q
3380,10.1021/am401201q
3381,10.1039/c3ra45791e
3382,10.1039/c3ra45791e
3383,10.1039/c3ra45791e
3384,10.1021/acsami.5b11554
3385,10.1021/acsami.5b11554
3386,10.1021/acsami.5b11554
3387,10.1021/acsami.5b11554
3388,10.1021/am401201q
3389,10.1021/am401201q
3390,10.1021/am401201q
3391,10.1021/jp805122z
3392,10.1021/jp805122z
3393,10.1021/jp805122z
3394,10.1021/acsami.5b11554
3395,10.1021/acsami.5b11554
3396,10.1021/acsami.5b11554
3397,10.1016/j.jphotochem.2012.12.013
3398,10.1016/j.jphotochem.2012.12.013
3399,10.1016/j.jphotochem.2012.12.013
3400,10.1039/c2ra22129b
3401,10.1039/c2ra22129b
3402,10.1039/c2ra22129b
3403,10.1039/c2ra22129b
3404,10.1039/c2ra22129b
3405,10.1039/c2ra22129b
3406,10.1039/c2ra22129b
3407,10.1039/c2ra22129b
3408,10.1039/c2ra22129b
3409,10.1021/jp067290b
3410,10.1021/jp067290b
3411,10.1021/jp067290b
3412,10.1021/jp710400p
3413,10.1021/jp710400p
3414,10.1039/c3ta11380a
3415,10.1039/c3ta11380a
3416,10.1039/c3ta11380a
3417,10.1039/c3ta11380a
3418,10.1039/c3ta11380a
3419,10.1039/c3ta11380a
3420,10.1039/c3ta11380a
3421,10.1039/c3ta11380a
3422,10.1039/c3ta11380a
3423,10.1039/c3ta11380a
3424,10.1039/c4ta04704d
3425,10.1021/am401201q
3426,10.1021/am401201q
3427,10.1021/jp805122z
3428,10.1021/jp805122z
3429,10.1039/c3ta11380a
3430,10.1039/c3ta11380a
3431,10.1021/am403987b
3432,10.1021/am403987b
3433,10.1021/am403987b
3434,10.1021/am500391w
3435,10.1021/am500391w
3436,10.1021/am500391w
3437,10.1021/am500391w
3438,10.1039/c5ra04862a
3439,10.1039/c5ra04862a
3440,10.1039/c5ra04862a
3441,10.1039/c5ra04862a
3442,10.1016/j.orgel.2011.12.014
3443,10.1016/j.orgel.2011.12.014
3444,10.1021/jp805122z
3445,10.1021/jp805122z
3446,10.1021/jp805122z
3447,10.1016/j.dyepig.2011.05.017
3448,10.1016/j.dyepig.2011.05.017
3449,10.1016/j.dyepig.2011.05.017
3450,10.1021/jp805122z
3451,10.1021/jp805122z
3452,10.1021/jp805122z
3453,10.1021/acsami.7b12066
3454,10.1002/anie.201104275
3455,10.1016/j.jphotochem.2006.06.028
3456,10.1016/j.jphotochem.2006.06.028
3457,10.1016/j.jphotochem.2006.06.028
3458,10.1016/j.jphotochem.2006.06.028
3459,10.1039/c5tc02522b
3460,10.1039/c5tc02522b
3461,10.1039/c5tc02522b
3462,10.1016/j.dyepig.2011.05.017
3463,10.1039/c4ta03226h
3464,10.1039/c4ta03226h
3465,10.1039/c4ta03226h
3466,10.1039/c4ta03226h
3467,10.1039/c4ta03226h
3468,10.1039/c4ta03226h
3469,10.1039/c4ta03226h
3470,10.1039/c4ta03226h
3471,10.1039/c4ta03226h
3472,10.1039/c4ta03226h
3473,10.1039/c4ta03226h
3474,10.1039/c4ta03226h
3475,10.1039/c4ta03226h
3476,10.1039/c4ta03226h
3477,10.1039/c5tc02522b
3478,10.1039/c5tc02522b
3479,10.1016/j.jphotochem.2006.06.028
3480,10.1016/j.jphotochem.2006.06.028
3481,10.1016/j.solmat.2004.07.027
3482,10.1002/adfm.201001863
3483,10.1002/adfm.201001863
3484,10.1002/adfm.201001863
3485,10.1002/adfm.201001863
3486,10.1002/adfm.200600985
3487,10.1039/b822813b
3488,10.1039/c002220a
3489,10.1039/c0cc03517c
3490,10.1039/c0cc03517c
3491,10.1039/c0cc03517c
3492,10.1021/ja048472r
3493,10.1016/j.dyepig.2015.06.024
3494,10.1016/j.dyepig.2015.06.024
3495,10.1016/j.renene.2014.12.066
3496,10.1016/j.renene.2014.12.066
3497,10.1016/j.renene.2014.12.066
3498,10.1021/ic400774p
3499,10.1021/ic400774p
3500,10.1016/j.dyepig.2013.07.037
3501,10.1016/j.dyepig.2013.07.037
3502,10.1016/j.dyepig.2013.07.037
3503,10.1016/j.dyepig.2013.07.037
3504,10.1016/j.dyepig.2013.07.037
3505,10.1002/chem.201402342
3506,10.1016/j.dyepig.2015.06.024
3507,10.1016/j.dyepig.2013.07.037
3508,10.1016/j.dyepig.2013.07.037
3509,10.1016/j.dyepig.2013.07.037
3510,10.1039/c5ra20945e
3511,10.1039/c5ra20945e
3512,10.1039/c5ra20945e
3513,10.1007/s40242-015-5241-9
3514,10.1007/s40242-015-5241-9
3515,10.1002/cjoc.201300924
3516,10.1016/j.electacta.2009.05.007
3517,10.1016/j.electacta.2009.05.007
3518,10.1016/j.electacta.2009.05.007
3519,10.1016/j.electacta.2009.05.007
3520,10.1021/acsami.5b06610
3521,10.1021/acsami.5b06610
3522,10.1021/acsami.5b06610
3523,10.1021/acsami.5b06610
3524,10.1021/acsami.5b06610
3525,10.1021/acsami.5b06610
3526,10.1021/acsami.5b06610
3527,10.1039/c3ra40788h
3528,10.1039/c3ra40788h
3529,10.1016/j.electacta.2009.05.016
3530,10.1016/j.electacta.2009.05.016
3531,10.1016/j.electacta.2009.05.016
3532,10.1016/j.dyepig.2010.05.003
3533,10.1016/j.dyepig.2010.05.003
3534,10.1016/j.dyepig.2010.05.003
3535,10.1039/c3ta14208f
3536,10.1039/c3ta14208f
3537,10.1021/acsami.7b08346
3538,10.1039/c3ta14208f
3539,10.1039/c3ta14208f
3540,10.1039/c3ta14208f
3541,10.1039/c003872p
3542,10.1039/c003872p
3543,10.1039/c003872p
3544,10.1039/c003872p
3545,10.1039/c003872p
3546,10.1039/c003872p
3547,10.1039/c2cc30892d
3548,10.1039/c2cc30892d
3549,10.1039/c2cc30892d
3550,10.1039/c2cc30892d
3551,10.1039/c2cc30892d
3552,10.1016/j.electacta.2009.05.016
3553,10.1039/c4nj00651h
3554,10.1039/c4nj00651h
3555,10.1039/c4nj00651h
3556,10.1039/c4nj00651h
3557,10.1021/jp510057b
3558,10.1021/jp510057b
3559,10.1021/jp510057b
3560,10.1021/jp510057b
3561,10.1039/c2ee03308a
3562,10.1039/c2ee03308a
3563,10.1039/c2ee03308a
3564,10.1039/c2ee03308a
3565,10.1039/c2ee03308a
3566,10.1039/c2ee03308a
3567,10.1039/c2ee03308a
3568,10.1039/c2ee03308a
3569,10.1039/c0ee00767f
3570,10.1039/c0ee00767f
3571,10.1039/c0ee00767f
3572,10.1039/c0ee00767f
3573,10.1039/c0ee00767f
3574,10.1002/anie.201406190
3575,10.1039/c6cp02294d
3576,10.1021/jp2018378
3577,10.1002/anie.201406190
3578,10.1002/anie.201406190
3579,10.1002/anie.201406190
3580,10.1002/anie.201406190
3581,10.1002/anie.201406190
3582,10.1002/anie.201406190
3583,10.1002/anie.201406190
3584,10.1016/j.dyepig.2011.12.006
3585,10.1002/anie.201406190
3586,10.1002/anie.201406190
3587,10.1002/anie.201406190
3588,10.1002/anie.201406190
3589,10.1002/anie.201406190
3590,10.1016/j.molstruc.2012.12.003
3591,10.1016/j.molstruc.2012.12.003
3592,10.1021/acsami.5b10624
3593,10.1021/acsami.5b10624
3594,10.1021/acsami.5b10624
3595,10.1021/acsami.5b10624
3596,10.1021/acsami.5b10624
3597,10.1021/acsami.5b10624
3598,10.1021/acsami.5b10624
3599,10.1016/j.saa.2017.09.002
3600,10.1002/anie.201406190
3601,10.1002/anie.201406190
3602,10.1002/anie.201406190
3603,10.1021/acsami.5b10624
3604,10.1039/c5cp05986k
3605,10.1039/c5cp05986k
3606,10.1039/c5cp05986k
3607,10.1016/j.dyepig.2011.12.006
3608,10.1039/c5cp05986k
3609,10.1039/c5cp05986k
3610,10.1039/c5cp05986k
3611,10.1039/c5cp05986k
3612,10.1039/c5cp05986k
3613,10.1039/c5ee02505b
3614,10.1039/c5ee02505b
3615,10.1039/c5ee02505b
3616,10.1039/c5nj01583a
3617,10.1039/c5ra23445j
3618,10.1039/c5ra23445j
3619,10.1039/c5ta08728g
3620,10.1021/acsami.7b12066
3621,10.1016/j.electacta.2009.05.007
3622,10.1039/c5ta08728g
3623,10.1039/c5ta08728g
3624,10.1002/asia.201402766
3625,10.1002/asia.201402766
3626,10.1002/asia.201402766
3627,10.1002/asia.201402766
3628,10.1002/asia.201402766
3629,10.1016/j.dyepig.2011.12.006
3630,10.1126/science.1209688
3631,10.1126/science.1209688
3632,10.1126/science.1209688
3633,10.1126/science.1209688
3634,10.1126/science.1209688
3635,10.1126/science.1209688
3636,10.1126/science.1209688
3637,10.1126/science.1209688
3638,10.1126/science.1209688
3639,10.1126/science.1209688
3640,10.1126/science.1209688
3641,10.1126/science.1209688
3642,10.1126/science.1209688
3643,10.1016/j.electacta.2009.05.016
3644,10.1002/asia.201402766
3645,10.1126/science.1209688
3646,10.1039/c5ta08728g
3647,10.1039/c2cc31111a
3648,10.1039/c2cc31111a
3649,10.1039/c2cc31111a
3650,10.1039/c3ra47948j
3651,10.1039/c3ra47948j
3652,10.1039/c3ra47948j
3653,10.1016/j.dyepig.2017.07.053
3654,10.1039/c3ra47948j
3655,10.1039/c3cp51327k
3656,10.1039/c3cp51327k
3657,10.1039/c3cp51327k
3658,10.1039/c3cp51327k
3659,10.1039/c3cp51327k
3660,10.1039/c3cp51327k
3661,10.1039/c3cp51327k
3662,10.1039/c3cp51327k
3663,10.1016/j.dyepig.2015.06.019
3664,10.1016/j.dyepig.2015.06.019
3665,10.1016/j.dyepig.2015.06.019
3666,10.1039/c5cp05986k
3667,10.1039/c5cp05986k
3668,10.1039/c5ta08728g
3669,10.1039/c5ta08728g
3670,10.1039/c5ta08728g
3671,10.1021/ol201303h
3672,10.1021/ol201303h
3673,10.1002/anie.201502951
3674,10.1002/anie.201502951
3675,10.1039/c4ee03934c
3676,10.1016/j.dyepig.2017.07.053
3677,10.1016/j.ica.2017.07.043
3678,10.1016/j.ica.2017.07.043
3679,10.1016/j.ica.2017.07.043
3680,10.1016/j.dyepig.2016.10.041
3681,10.1016/j.dyepig.2016.10.041
3682,10.1016/j.dyepig.2016.10.041
3683,10.1016/j.dyepig.2016.10.041
3684,10.1016/j.dyepig.2016.10.041
3685,10.1016/j.dyepig.2016.10.041
3686,10.1016/j.dyepig.2016.10.041
3687,10.1016/j.dyepig.2016.10.041
3688,10.1021/acsami.7b12066
3689,10.1039/c5tc02522b
3690,10.1039/c5ra26754d
3691,10.1039/c5ra26754d
3692,10.1039/c5ra26754d
3693,10.1039/c5ra26754d
3694,10.1039/c5ra26754d
3695,10.1039/c5ra26754d
3696,10.1039/c5ra26754d
3697,10.1021/jp411715n
3698,10.1021/jp411715n
3699,10.1021/jp411715n
3700,10.1021/jp411715n
3701,10.1021/jp411715n
3702,10.1021/jp411715n
3703,10.1021/jp411715n
3704,10.1021/jp411715n
3705,10.1021/jp411715n
3706,10.1021/jp411715n
3707,10.1021/jp411715n
3708,10.1021/jp411715n
3709,10.1016/j.tetlet.2012.09.091
3710,10.1016/j.tetlet.2012.09.091
3711,10.1021/jp804258q
3712,10.1021/jp804258q
3713,10.1021/jp804258q
3714,10.1021/jp804258q
3715,10.1021/jp804258q
3716,10.1039/c5ra26754d
3717,10.1021/jp804258q
3718,10.1039/c2jm15420j
3719,10.1039/c2jm15420j
3720,10.1039/c2jm15420j
3721,10.1039/c2jm15420j
3722,10.1039/c5tc02522b
3723,10.1039/c5tc02522b
3724,10.1039/c5tc02522b
3725,10.1039/c5tc02522b
3726,10.1039/c6cp00129g
3727,10.1039/c6cp00129g
3728,10.1039/c6cp00129g
3729,10.1039/c6cp00129g
3730,10.1039/c6cp00129g
3731,10.1039/c6cp00129g
3732,10.1039/c6cp00129g
3733,10.1021/acsami.7b08346
3734,10.1039/c6cp00129g
3735,10.1039/c6cp00129g
3736,10.1039/c6cp00129g
3737,10.1039/c3ee44168g
3738,10.1039/c3ee44168g
3739,10.1039/c3ee44168g
3740,10.1039/c3ee44168g
3741,10.1039/c3ee44168g
3742,10.1039/c3ee44168g
3743,10.1016/j.dyepig.2011.07.002
3744,10.1016/j.jphotochem.2016.07.026
3745,10.1016/j.jphotochem.2016.07.026
3746,10.1016/j.jphotochem.2016.07.026
3747,10.1016/j.jpowsour.2016.09.149
3748,10.1016/j.poly.2015.08.035
3749,10.1016/j.poly.2015.08.035
3750,10.1016/j.poly.2015.08.035
3751,10.1016/j.jpowsour.2011.03.023
3752,10.1016/j.jpowsour.2011.03.023
3753,10.1021/jp2030208
3754,10.1021/jp2030208
3755,10.1021/acsami.5b03783
3756,10.1039/c2cc31384g
3757,10.1002/anie.201309343
3758,10.1002/anie.201309343
3759,10.1002/anie.201309343
3760,10.1002/anie.201309343
3761,10.1002/anie.201309343
3762,10.1002/anie.201309343
3763,10.1002/anie.201309343
3764,10.1002/anie.201309343
3765,10.1002/anie.201309343
3766,10.1002/anie.201309343
3767,10.1002/anie.201309343
3768,10.1016/j.dyepig.2011.07.002
3769,10.1016/j.jpowsour.2016.09.149
3770,10.1021/jacs.5b01537
3771,10.1016/j.poly.2015.08.035
3772,10.1039/c2cc31384g
3773,10.1039/c2cc31384g
3774,10.1039/c2cc31384g
3775,10.1039/c2cc31384g
3776,10.1002/slct.201700494
3777,10.1002/slct.201700494
3778,10.1002/slct.201700494
3779,10.1002/slct.201700494
3780,10.1002/slct.201700494
3781,10.1002/slct.201700494
3782,10.1002/slct.201700494
3783,10.1002/slct.201700494
3784,10.1002/slct.201700494
3785,10.1002/slct.201700494
3786,10.1002/slct.201700494
3787,10.1021/acsami.7b12066
3788,10.1021/acsami.7b12066
3789,10.1021/acsami.7b12066
3790,10.1039/c5ra20294a
3791,10.1039/c5ra17898c
3792,10.1039/c5ra17898c
3793,10.1021/acsami.6b04411
3794,10.1021/acsami.6b04411
3795,10.1016/j.dyepig.2015.02.008
3796,10.1021/ic200011m
3797,10.1021/ic200011m
3798,10.1039/c3cp52314d
3799,10.1039/c3cp52314d
3800,10.1039/c3cp52314d
3801,10.1039/b707485a
3802,10.1039/b707485a
3803,10.1021/jo202608w
3804,10.1021/ef900207y
3805,10.1002/pip.980
3806,10.1039/c2jm13961h
3807,10.1039/c2jm35556f
3808,10.1039/c2jm35556f
3809,10.1021/ol2000167
3810,10.1039/b912746a
3811,10.1016/j.dyepig.2012.04.002
3812,10.1016/j.dyepig.2012.04.002
3813,10.1016/j.tet.2014.03.086
3814,10.1016/j.jpowsour.2011.10.062
3815,10.1021/am3014407
3816,10.1016/j.dyepig.2013.10.032
3817,10.1039/c2jm30254c
3818,10.1021/acsami.7b08346
3819,10.1016/j.dyepig.2011.12.009
3820,10.1016/j.jpowsour.2014.08.030
3821,10.1016/j.synthmet.2014.06.009
3822,10.1039/c4ta02639j
3823,10.1016/j.dyepig.2013.08.005
3824,10.1016/j.dyepig.2014.10.016
3825,10.1002/cssc.201403016
3826,10.1039/c4ra09300c
3827,10.1016/j.dyepig.2015.05.012
3828,10.1016/j.dyepig.2013.10.005
3829,10.1016/j.dyepig.2013.12.022
3830,10.1016/j.dyepig.2009.06.014
3831,10.1002/cssc.201402160
3832,10.1039/c6cp01669c
3833,10.1039/c1ee02540f
3834,10.1039/c1ee02540f
3835,10.1039/c1ee02540f
3836,10.1039/c1ee02540f
3837,10.1039/c1ee02540f
3838,10.1039/c1ee02540f
3839,10.1039/c1ee02540f
3840,10.1039/c1ee02540f
3841,10.1007/s13233-012-0017-2
3842,10.1016/j.synthmet.2011.02.012
3843,10.1016/j.orgel.2014.05.024
3844,10.1021/am5067145
3845,10.1016/j.synthmet.2010.06.013
3846,10.1016/j.jphotochem.2015.02.011
3847,10.1016/j.jphotochem.2015.02.011
3848,10.1021/acsami.7b08346
3849,10.1016/j.jphotochem.2015.02.011
3850,10.1039/c6ra06220b
3851,10.1016/j.jpowsour.2016.05.120
3852,10.1016/j.jphotochem.2004.11.005
3853,10.1021/jp1055842
3854,10.1039/c2jm35267b
3855,10.1039/c2ra01002j
3856,10.1016/j.electacta.2013.12.013
3857,10.1016/j.electacta.2013.12.013
3858,10.1016/j.electacta.2013.12.013
3859,10.1002/ejoc.201300373
3860,10.1016/j.dyepig.2015.03.013
3861,10.1016/j.dyepig.2015.03.013
3862,10.1016/j.dyepig.2015.03.013
3863,10.1016/j.dyepig.2015.03.013
3864,10.1016/j.dyepig.2015.03.013
3865,10.1016/j.dyepig.2015.03.013
3866,10.1016/j.orgel.2013.11.020
3867,10.1016/j.orgel.2013.11.020
3868,10.1016/j.orgel.2013.11.020
3869,10.1039/c7cp05226j
3870,10.1039/c7cp05226j
3871,10.1039/c7cp05226j
3872,10.1039/c7cp05226j
3873,10.1080/15421406.2015.1106895
3874,10.1080/15421406.2015.1106895
3875,10.1080/15421406.2015.1106895
3876,10.1080/15421406.2015.1106895
3877,10.1021/am404948w
3878,10.1016/j.tet.2006.12.082
3879,10.1039/b905831a
3880,10.1039/b905831a
3881,10.1039/b905831a
3882,10.1016/j.jphotochem.2014.09.007
3883,10.1021/ja0645640
3884,10.1021/ja0645640
3885,10.1021/ja0645640
3886,10.1021/jp0518557
3887,10.1016/j.jphotochem.2016.08.033
3888,10.1016/j.dyepig.2015.07.034
3889,10.1016/j.dyepig.2012.02.015
3890,10.1016/j.solener.2008.10.002
3891,10.1039/c5ra20945e
3892,10.1039/c5ra26754d
3893,10.1021/am403987b
3894,10.1021/am500391w
3895,10.1021/am401201q
3896,10.1002/anie.201406190
3897,10.1039/c2cc30892d
3898,10.1039/c3ta14208f
3899,10.1016/j.dyepig.2013.02.012
3900,10.1021/ja0488277
3901,10.1021/ja0488277
3902,10.1016/j.dyepig.2011.01.010
3903,10.1016/j.tetlet.2014.07.034
3904,10.1016/j.tetlet.2014.07.034
3905,10.1038/srep04033
3906,10.1016/j.dyepig.2015.05.019
3907,10.1021/jo0625150
3908,10.1016/j.dyepig.2012.10.002
3909,10.1021/am405686z
3910,10.1021/ol902973r
3911,10.1039/c1jm10201j
3912,10.1021/jo100762t
3913,10.1016/j.jphotochem.2011.12.013
3914,10.1016/j.jpowsour.2013.09.106
3915,10.1016/j.dyepig.2015.10.010
3916,10.1016/j.renene.2014.12.066
3917,10.1021/jp3113182
3918,10.1021/am300925e
3919,10.1039/c2jm31929b
3920,10.1016/j.jpowsour.2013.05.188
3921,10.1016/j.dyepig.2013.08.016
3922,10.1016/j.dyepig.2013.06.023
3923,10.1016/j.tet.2014.02.074
3924,10.1016/j.dyepig.2011.11.002
3925,10.1016/j.dyepig.2013.09.025
3926,10.1016/j.dyepig.2012.06.004
3927,10.1016/j.dyepig.2014.01.004
3928,10.1021/cm070617g
3929,10.1016/j.dyepig.2013.12.024
3930,10.1021/jo201730a
3931,10.1016/j.jphotochem.2007.02.018
3932,10.1016/j.dyepig.2011.09.019
3933,10.1039/c2jm30427a
3934,10.1016/j.dyepig.2011.09.012
3935,10.1016/j.dyepig.2011.09.012
3936,10.1016/j.dyepig.2011.09.012
3937,10.1016/j.orgel.2015.01.005
3938,10.1016/j.dyepig.2013.12.020
3939,10.1002/asia.201402766
3940,10.1039/c0ee00767f
3941,10.1039/c6ta02275h
3942,10.1016/j.dyepig.2016.07.044
3943,10.1016/j.dyepig.2011.11.008
3944,10.1016/j.dyepig.2013.02.012
3945,10.1016/j.dyepig.2012.02.014
3946,10.1016/j.dyepig.2011.09.009
3947,10.1016/j.jpowsour.2015.01.148
3948,10.1016/j.dyepig.2015.05.015
3949,10.1016/j.dyepig.2014.10.007
3950,10.1016/j.jpowsour.2008.11.028
3951,10.1021/jo800159t
3952,10.5012/bkcs.2007.28.11.1973
3953,10.5012/bkcs.2007.28.11.1973
3954,10.5012/bkcs.2007.28.11.1973
3955,10.1038/srep02446
3956,10.1038/srep02446
3957,10.1038/srep02446
3958,10.1038/srep02446
3959,10.1038/srep02446
3960,10.1038/srep02446
3961,10.1038/srep02446
3962,10.1038/srep02446
3963,10.1038/srep02446
3964,10.1038/srep18756
3965,10.1038/srep18756
3966,10.1038/srep18756
3967,10.1038/srep18756
3968,10.1038/srep18756
3969,10.1038/srep18756
3970,10.1038/srep02446
3971,10.1021/ja00067a063
3972,10.1021/ja00067a063
3973,10.1021/ja00067a063
3974,10.1021/ja00067a063
3975,10.1021/ja052467l
3976,10.1021/ja052467l
3977,10.1021/ja052467l
3978,10.1021/ja052467l
3979,10.1021/ja052467l
3980,10.1021/ja052467l
3981,10.1021/ja052467l
3982,10.1021/ja052467l
3983,10.1021/am507503d
3984,10.1021/jp907288h
3985,10.1021/jp907288h
3986,10.1021/jp907288h
3987,10.1039/c2cc31384g
3988,10.1021/jp1004049
3989,10.1016/j.jpowsour.2009.10.107
3990,10.1016/j.dyepig.2014.12.006
3991,10.1021/jp909232b
3992,10.1021/jp103561c
3993,10.1039/b917271h
3994,10.1039/b917271h
3995,10.1039/b917271h
3996,10.1021/acsami.7b08346
3997,10.1021/acsami.7b08346
3998,10.1021/acsami.7b08346
3999,10.1021/acsami.7b08346
4000,10.1021/acsami.7b08346
4001,10.1021/acsami.7b08346
4002,10.1021/acsami.7b08346
4003,10.1021/acsami.7b08346
4004,10.1021/acsami.7b08346
4005,10.1021/acsami.7b08346
4006,10.1021/acsami.7b08346
4007,10.1021/acsami.7b08346
4008,10.1021/acsami.7b08346
4009,10.1039/c1jm12071a
4010,10.1039/c1jm12071a
4011,10.1039/c1jm12071a
4012,10.1039/c1jm12071a
4013,10.1021/jp010667n
4014,10.1021/jp010667n
4015,10.1021/jp010667n
4016,10.1039/c3ra47948j
4017,10.1016/j.dyepig.2016.09.035
4018,10.1016/j.dyepig.2015.09.033
